DEPTH,GR,CALI,BS,DRHO,RHOB,NPHI,RT,DENSITY_RELIABILITY,INTERPRETATION_READY_FLAG,ZONE_CHARACTER,IGR,VSH,PHID_RAW,PHID,PHIE,SW_MODEL,SW,SW_MODEL_VALID,SAND_FLAG,RESERVOIR_FLAG,POSSIBLE_PAY_FLAG
2776.5,7.8739,8.5781,8.5,0.0593,2.4058,0.2,1.1358,Passed QC,True,Clean,0.09363323412342668,0.09363323412342668,0.14799999999999985,0.14799999999999985,0.13414228134973272,Archie,0.59124783888294,True,True,True,False
2776.6,9.0884,8.5781,8.5,0.0574,2.4024,0.2052,1.2019,Passed QC,True,Clean,0.11540861333237709,0.11540861333237709,0.15006060606060595,0.15006060606060595,0.13274231959933533,Archie,0.5812786046352816,True,True,True,False
2776.7,9.8304,8.5781,8.5,0.0544,2.4018,0.2103,1.1786,Passed QC,True,Clean,0.1287123032237243,0.1287123032237243,0.1504242424242423,0.1504242424242423,0.13106279172113422,Archie,0.5950863988638811,True,True,True,False
2776.8,11.2271,8.5781,8.5,0.0519,2.4044,0.2132,1.1611,Passed QC,True,Clean,0.1537544375515473,0.1537544375515473,0.14884848484848487,0.14884848484848487,0.12596236978020608,Archie,0.6256910119331924,True,True,True,False
2776.9,12.8143,8.5781,8.5,0.0515,2.4084,0.2147,1.1253,Passed QC,True,Clean,0.1822121418582135,0.1822121418582135,0.14642424242424246,0.14642424242424246,0.11974396759215496,Archie,0.6711147538870614,True,True,True,False
2777.0,11.5194,8.5781,8.5,0.0529,2.4095,0.2171,1.0764,Passed QC,True,Clean,0.15899523075268043,0.15899523075268043,0.14575757575757572,0.14575757575757572,0.12258281636604867,Archie,0.6691214524796925,True,True,True,False
2777.1,9.0767,8.5781,8.5,0.0536,2.4049,0.2205,1.0147,Passed QC,True,Clean,0.11519883816832216,0.11519883816832216,0.14854545454545448,0.14854545454545448,0.13143319076663282,Archie,0.6394062144252477,True,True,True,False
2777.2,8.168,8.5781,8.5,0.0515,2.3965,0.2229,1.0111,Passed QC,True,Clean,0.0989063004267221,0.0989063004267221,0.15363636363636354,0.15363636363636354,0.13844075929807625,Archie,0.6057560878277349,True,True,True,False
2777.3,10.3945,8.5781,8.5,0.0479,2.3917,0.2215,1.0919,Passed QC,True,Clean,0.13882633485136445,0.13882633485136445,0.1565454545454544,0.1565454545454544,0.1348128228532681,Archie,0.5997926472265156,True,True,True,False
2777.4,12.6625,8.5781,8.5,0.0465,2.397,0.2165,1.1457,Passed QC,True,Clean,0.17949044357585972,0.17949044357585972,0.1533333333333334,0.1533333333333334,0.12581146531836823,Archie,0.6306943196270391,True,True,True,False
2777.5,11.7522,8.5781,8.5,0.0491,2.4105,0.2109,1.1993,Passed QC,True,Clean,0.16316921863233766,0.16316921863233766,0.1451515151515152,0.1451515151515152,0.12146725584094253,Archie,0.6401710562775894,True,True,True,False
2777.6,11.6127,8.5781,8.5,0.0527,2.4245,0.2062,1.2244,Passed QC,True,Clean,0.16066805321475958,0.16066805321475958,0.13666666666666655,0.13666666666666655,0.11470869939398276,Archie,0.6737920313271077,True,True,True,False
2777.7,11.1462,8.5781,8.5,0.0543,2.4341,0.2013,1.2472,Passed QC,True,Clean,0.15230394090436405,0.15230394090436405,0.13084848484848485,0.13084848484848485,0.11091974494469564,Archie,0.6921512940090142,True,True,True,False
2777.8,11.3215,8.5781,8.5,0.054,2.4411,0.1951,1.3772,Passed QC,True,Clean,0.1554469824649478,0.1554469824649478,0.12660606060606053,0.12660606060606053,0.10692553052307412,Archie,0.6851609240501951,True,True,True,False
2777.9,12.1521,8.5781,8.5,0.0536,2.4479,0.1891,1.4847,Passed QC,True,Clean,0.17033922616272817,0.17033922616272817,0.12248484848484832,0.12248484848484832,0.10162087417728026,Archie,0.6969917104096764,True,True,True,False
2778.0,13.5839,8.5781,8.5,0.0536,2.4533,0.1859,1.4813,Passed QC,True,Clean,0.19601068598271595,0.19601068598271595,0.11921212121212114,0.11921212121212114,0.09584527155587859,Archie,0.7430937484560712,True,True,True,False
2778.1,13.6998,8.5781,8.5,0.0528,2.4537,0.186,1.4446,Passed QC,True,Clean,0.1980887151719439,0.1980887151719439,0.11896969696969693,0.11896969696969693,0.09540314255257416,Archie,0.7562230773526297,True,True,True,False
2778.2,12.5301,8.5781,8.5,0.051,2.4492,0.1865,1.4635,Passed QC,True,Clean,0.17711657761681068,0.17711657761681068,0.12169696969696976,0.12169696969696976,0.10014241891790576,Archie,0.71316959034832,True,True,True,False
2778.3,12.2236,8.5781,8.5,0.0479,2.4433,0.1844,1.4744,Passed QC,True,Clean,0.1716211854986194,0.1716211854986194,0.12527272727272734,0.12527272727272734,0.10377327330753665,Archie,0.6838392474473318,True,True,True,False
2778.4,13.0821,8.5781,8.5,0.0439,2.4412,0.1799,1.4854,Passed QC,True,Clean,0.18701366227991537,0.18701366227991537,0.1265454545454546,0.1265454545454546,0.10287972564603258,Archie,0.6876657133157114,True,True,True,False
2778.5,15.1613,8.5781,8.5,0.0405,2.4463,0.1747,1.5157,Passed QC,True,Clean,0.22429268117760964,0.22429268117760964,0.12345454545454546,0.12345454545454546,0.09576459445098238,Archie,0.7352781172044983,True,True,True,False
2778.6,16.5057,8.5781,8.5,0.0398,2.4569,0.1715,1.5902,Passed QC,True,Clean,0.2483971025926059,0.2483971025926059,0.11703030303030293,0.11703030303030293,0.087960314842041,Archie,0.7865375395764802,True,True,True,False
2778.7,16.5213,8.5781,8.5,0.0423,2.468,0.1712,1.751,Passed QC,True,Clean,0.24867680281134577,0.24867680281134577,0.11030303030303028,0.11030303030303028,0.08287322538686973,Archie,0.799125943711222,True,True,True,False
2778.8,15.2613,8.5781,8.5,0.0457,2.4743,0.173,1.8283,Passed QC,True,Clean,0.2260856312977373,0.2260856312977373,0.10648484848484847,0.10648484848484847,0.08241015429150761,Archie,0.7867750908321883,True,True,True,False
2778.9,13.9859,8.5781,8.5,0.0473,2.4744,0.1749,1.7818,Passed QC,True,Clean,0.20321834546562917,0.20321834546562917,0.10642424242424228,0.10642424242424228,0.08479688396135475,Archie,0.7728865513276963,True,True,True,False
2779.0,13.0446,8.5781,8.5,0.0466,2.4717,0.1761,1.7108,Passed QC,True,Clean,0.1863413059848675,0.1863413059848675,0.10806060606060615,0.10806060606060615,0.0879244516017565,Archie,0.7586406314711843,True,True,True,False
2779.1,13.5257,8.5781,8.5,0.0454,2.4708,0.1765,1.7441,Passed QC,True,Clean,0.19496718901280166,0.19496718901280166,0.1086060606060605,0.1086060606060605,0.08743144225994291,Archie,0.7559189042303754,True,True,True,False
2779.2,15.4053,8.5781,8.5,0.046,2.4746,0.1767,1.8036,Passed QC,True,Clean,0.22866747947072114,0.22866747947072114,0.10630303030303018,0.10630303030303018,0.08199498430353658,Archie,0.7964566931454291,True,True,True,False
2779.3,15.8601,8.5781,8.5,0.0482,2.4807,0.1775,1.8441,Passed QC,True,Clean,0.2368218166170617,0.2368218166170617,0.10260606060606048,0.10260606060606048,0.0783067069374129,Archie,0.8276133669287181,True,True,True,False
2779.4,15.7367,8.5625,8.5,0.0507,2.4843,0.1818,1.79,Passed QC,True,Clean,0.2346093161688242,0.2346093161688242,0.10042424242424226,0.10042424242424226,0.07686377958231856,Archie,0.8569909417248346,True,True,True,False
2779.5,15.7002,8.5469,8.5,0.0531,2.4829,0.1834,1.6742,Passed QC,True,Clean,0.2339548893749776,0.2339548893749776,0.10127272727272729,0.10127272727272729,0.07757947756693409,Archie,0.8773483828821189,True,True,True,False
2779.6,14.3931,8.5781,8.5,0.0555,2.4755,0.1885,1.6096,Passed QC,True,Clean,0.21051923835478897,0.21051923835478897,0.10575757575757583,0.10575757575757583,0.08349357145884208,Archie,0.8268326450053716,True,True,True,False
2779.7,11.7358,8.5781,8.5,0.057,2.463,0.1952,1.4594,Passed QC,True,Clean,0.1628751748126367,0.1628751748126367,0.11333333333333324,0.11333333333333324,0.09487414685456777,Archie,0.7568894771531167,True,True,True,False
2779.8,11.3372,8.5781,8.5,0.0561,2.4481,0.2027,1.2741,Passed QC,True,Clean,0.15572847563380784,0.15572847563380784,0.12236363636363622,0.12236363636363622,0.10330813379971757,Archie,0.739191986789405,True,True,True,False
2779.9,11.8174,8.5781,8.5,0.0529,2.4346,0.2087,1.2445,Passed QC,True,Clean,0.16433822211066088,0.16433822211066088,0.13054545454545444,0.13054545454545444,0.10909184664082637,Archie,0.7053902417773014,True,True,True,False
2780.0,14.0865,8.5781,8.5,0.0495,2.4253,0.2122,1.2355,Passed QC,True,Clean,0.20502205328647755,0.20502205328647755,0.13618181818181813,0.13618181818181813,0.10826154219789602,Archie,0.71379329359172,True,True,True,False
2780.1,15.6881,8.5781,8.5,0.0473,2.4194,0.2131,1.1575,Passed QC,True,Clean,0.23373794241044213,0.23373794241044213,0.13975757575757572,0.13975757575757572,0.10709092756372848,Archie,0.7461205163773319,True,True,True,False
2780.2,15.9235,8.5781,8.5,0.0461,2.4152,0.2117,1.108,Passed QC,True,Clean,0.23795854699322266,0.23795854699322266,0.14230303030303024,0.14230303030303024,0.10844080797938864,Archie,0.752404756431493,True,True,True,False
2780.3,14.0148,8.5781,8.5,0.0449,2.412,0.208,1.1652,Passed QC,True,Clean,0.20373650805034602,0.20373650805034602,0.14424242424242426,0.14424242424242426,0.11485497641455615,Archie,0.6897509732917826,True,True,True,False
2780.4,14.2978,8.5781,8.5,0.0452,2.4123,0.2034,1.2349,Passed QC,True,Clean,0.2088105568903073,0.2088105568903073,0.14406060606060594,0.14406060606060594,0.11397923068313563,Archie,0.6755384413087289,True,True,True,False
2780.5,15.3423,8.5781,8.5,0.0482,2.4162,0.2001,1.2179,Passed QC,True,Clean,0.22753792089504069,0.22753792089504069,0.1416969696969697,0.1416969696969697,0.10945553581499365,Archie,0.7105051608051491,True,True,True,False
2780.6,14.8427,8.5781,8.5,0.0518,2.4193,0.2007,1.188,Passed QC,True,Clean,0.21858034209488292,0.21858034209488292,0.1398181818181819,0.1398181818181819,0.10925667580527916,Archie,0.7207983958387266,True,True,True,False
2780.7,14.4458,8.5781,8.5,0.0531,2.4183,0.2043,1.1583,Passed QC,True,Clean,0.21146412306809625,0.21146412306809625,0.14042424242424245,0.14042424242424245,0.11072955314249826,Archie,0.7195480021393855,True,True,True,False
2780.8,13.5056,8.5781,8.5,0.0521,2.4157,0.207,1.1896,Passed QC,True,Clean,0.194606806038656,0.194606806038656,0.14199999999999985,0.14199999999999985,0.11436583354251073,Archie,0.6857796811515773,True,True,True,False
2780.9,13.9031,8.5781,8.5,0.0509,2.4167,0.2078,1.26,Passed QC,True,Clean,0.20173378276616344,0.20173378276616344,0.1413939393939393,0.1413939393939393,0.11287000513979027,Archie,0.675843910330043,True,True,True,False
2781.0,14.3148,8.5625,8.5,0.0506,2.4225,0.2009,1.3135,Passed QC,True,Clean,0.209115358410729,0.209115358410729,0.1378787878787879,0.1378787878787879,0.10904621573427829,Archie,0.68692161295177,True,True,True,False
2781.1,13.9194,8.5781,8.5,0.0502,2.4304,0.1944,1.3375,Passed QC,True,Clean,0.20202603363574423,0.20202603363574423,0.13309090909090898,0.13309090909090898,0.10620308061429723,Archie,0.7003406256775863,True,True,True,False
2781.2,14.3449,8.5781,8.5,0.0488,2.4394,0.1876,1.391,Passed QC,True,Clean,0.20965503639688746,0.20965503639688746,0.12763636363636358,0.12763636363636358,0.1008767571726154,Archie,0.7257960527659938,True,True,True,False
2781.3,15.5438,8.5781,8.5,0.0471,2.4496,0.1815,1.5399,Passed QC,True,Clean,0.23115071538709792,0.23115071538709792,0.12145454545454527,0.12145454545454527,0.09338024038571233,Archie,0.7495200277945429,True,True,True,False
2781.4,15.8292,8.5781,8.5,0.0463,2.4606,0.177,1.6188,Passed QC,True,Clean,0.23626779502994227,0.23626779502994227,0.1147878787878788,0.1147878787878788,0.08766719977050239,Archie,0.7823608241461654,True,True,True,False
2781.5,16.0692,8.5781,8.5,0.047,2.4708,0.1751,1.6978,Passed QC,True,Clean,0.2405708753182486,0.2405708753182486,0.1086060606060605,0.1086060606060605,0.08247860554119377,Archie,0.8157243763987096,True,True,True,False
2781.6,16.7536,8.5781,8.5,0.0489,2.479,0.1757,1.76,Passed QC,True,Clean,0.25284182594040233,0.25284182594040233,0.10363636363636353,0.10363636363636353,0.07743275622072185,Archie,0.8574389485829426,True,True,True,False
